CUDA Memory Cleared. Current VRAM Usage: 0.00 MB
On device cuda
Getting data loader crumb
Total unique classes found: 2
Label IDs: [0, 1]
Total images in dataset: 2003
Total batches: 86 (at batch size 16)

============================================================
Run 1/1  |  seed=44  |  results -> results/robust_classification/run_20260626_105015_seed44
============================================================

Training robust_classification for 300 epochs
  Batch   0 | t=[0,0] | loss=0.7179 | acc=9/16 | MISCLASSIFIED: [0] pred=0 true=1 t=0, [1] pred=1 true=0 t=0, [6] pred=1 true=0 t=0, [10] pred=0 true=1 t=0, [12] pred=1 true=0 t=0, [13] pred=1 true=0 t=0, [14] pred=1 true=0 t=0
  Batch  18 | t=[0,0] | loss=0.6693 | acc=9/16 | MISCLASSIFIED: [1] pred=1 true=0 t=0, [2] pred=0 true=1 t=0, [3] pred=1 true=0 t=0, [6] pred=1 true=0 t=0, [8] pred=0 true=1 t=0, [11] pred=1 true=0 t=0, [14] pred=1 true=0 t=0
  Batch  19 | t=[0,0] | loss=0.8483 | acc=8/16 | MISCLASSIFIED: [0] pred=0 true=1 t=0, [1] pred=0 true=1 t=0, [3] pred=0 true=1 t=0, [5] pred=0 true=1 t=0, [6] pred=0 true=1 t=0, [7] pred=0 true=1 t=0, [9] pred=0 true=1 t=0, [14] pred=0 true=1 t=0
  Batch  20 | t=[0,0] | loss=0.5575 | acc=12/16 | MISCLASSIFIED: [1] pred=0 true=1 t=0, [4] pred=0 true=1 t=0, [12] pred=0 true=1 t=0, [13] pred=0 true=1 t=0
  Batch  21 | t=[0,0] | loss=0.5938 | acc=11/16 | MISCLASSIFIED: [2] pred=1 true=0 t=0, [9] pred=1 true=0 t=0, [10] pred=0 true=1 t=0, [11] pred=0 true=1 t=0, [12] pred=1 true=0 t=0
  Batch  22 | t=[0,0] | loss=0.4786 | acc=12/16 | MISCLASSIFIED: [3] pred=0 true=1 t=0, [4] pred=1 true=0 t=0, [12] pred=0 true=1 t=0, [15] pred=1 true=0 t=0
  Batch  23 | t=[0,0] | loss=0.9817 | acc=7/16 | MISCLASSIFIED: [0] pred=1 true=0 t=0, [2] pred=1 true=0 t=0, [6] pred=1 true=0 t=0, [7] pred=1 true=0 t=0, [8] pred=1 true=0 t=0, [9] pred=1 true=0 t=0, [10] pred=1 true=0 t=0, [11] pred=1 true=0 t=0, [15] pred=1 true=0 t=0
  Batch  24 | t=[0,0] | loss=0.8349 | acc=9/16 | MISCLASSIFIED: [0] pred=1 true=0 t=0, [2] pred=1 true=0 t=0, [3] pred=1 true=0 t=0, [5] pred=1 true=0 t=0, [6] pred=1 true=0 t=0, [7] pred=1 true=0 t=0, [8] pred=1 true=0 t=0
  Batch  25 | t=[0,0] | loss=0.9438 | acc=8/16 | MISCLASSIFIED: [1] pred=0 true=1 t=0, [2] pred=0 true=1 t=0, [4] pred=1 true=0 t=0, [6] pred=0 true=1 t=0, [8] pred=0 true=1 t=0, [9] pred=0 true=1 t=0, [11] pred=0 true=1 t=0, [14] pred=0 true=1 t=0
  Batch  26 | t=[0,0] | loss=1.0623 | acc=5/16 | MISCLASSIFIED: [1] pred=0 true=1 t=0, [4] pred=0 true=1 t=0, [6] pred=0 true=1 t=0, [7] pred=0 true=1 t=0, [8] pred=0 true=1 t=0, [9] pred=0 true=1 t=0, [10] pred=0 true=1 t=0, [11] pred=0 true=1 t=0, [12] pred=0 true=1 t=0, [14] pred=0 true=1 t=0, [15] pred=0 true=1 t=0
  Batch  27 | t=[0,0] | loss=0.6120 | acc=12/16 | MISCLASSIFIED: [0] pred=0 true=1 t=0, [11] pred=0 true=1 t=0, [14] pred=0 true=1 t=0, [15] pred=0 true=1 t=0
  Batch  28 | t=[0,0] | loss=1.1018 | acc=6/16 | MISCLASSIFIED: [2] pred=1 true=0 t=0, [4] pred=1 true=0 t=0, [5] pred=1 true=0 t=0, [6] pred=1 true=0 t=0, [8] pred=1 true=0 t=0, [9] pred=1 true=0 t=0, [10] pred=1 true=0 t=0, [11] pred=1 true=0 t=0, [14] pred=1 true=0 t=0, [15] pred=1 true=0 t=0
  Batch  29 | t=[0,0] | loss=0.7167 | acc=12/16 | MISCLASSIFIED: [3] pred=1 true=0 t=0, [8] pred=1 true=0 t=0, [9] pred=1 true=0 t=0, [13] pred=1 true=0 t=0
  Batch  30 | t=[0,0] | loss=0.7520 | acc=9/16 | MISCLASSIFIED: [1] pred=1 true=0 t=0, [4] pred=0 true=1 t=0, [7] pred=0 true=1 t=0, [10] pred=1 true=0 t=0, [11] pred=1 true=0 t=0, [13] pred=1 true=0 t=0, [15] pred=1 true=0 t=0
  Batch  31 | t=[0,0] | loss=0.4791 | acc=13/16 | MISCLASSIFIED: [0] pred=0 true=1 t=0, [3] pred=1 true=0 t=0, [13] pred=1 true=0 t=0
  Batch  32 | t=[0,0] | loss=0.5418 | acc=11/16 | MISCLASSIFIED: [0] pred=0 true=1 t=0, [2] pred=0 true=1 t=0, [5] pred=0 true=1 t=0, [10] pred=0 true=1 t=0, [15] pred=0 true=1 t=0
  Batch  33 | t=[0,0] | loss=1.0811 | acc=5/16 | MISCLASSIFIED: [0] pred=0 true=1 t=0, [2] pred=0 true=1 t=0, [5] pred=0 true=1 t=0, [6] pred=0 true=1 t=0, [8] pred=0 true=1 t=0, [9] pred=0 true=1 t=0, [10] pred=0 true=1 t=0, [12] pred=0 true=1 t=0, [13] pred=0 true=1 t=0, [14] pred=0 true=1 t=0, [15] pred=0 true=1 t=0
  Batch  34 | t=[0,0] | loss=0.7444 | acc=9/16 | MISCLASSIFIED: [2] pred=0 true=1 t=0, [4] pred=0 true=1 t=0, [5] pred=0 true=1 t=0, [6] pred=0 true=1 t=0, [8] pred=0 true=1 t=0, [9] pred=0 true=1 t=0, [10] pred=0 true=1 t=0
  Batch  35 | t=[0,0] | loss=0.7852 | acc=8/16 | MISCLASSIFIED: [0] pred=1 true=0 t=0, [2] pred=1 true=0 t=0, [4] pred=1 true=0 t=0, [5] pred=1 true=0 t=0, [10] pred=1 true=0 t=0, [11] pred=0 true=1 t=0, [12] pred=1 true=0 t=0, [13] pred=1 true=0 t=0
  Batch  36 | t=[0,0] | loss=1.3680 | acc=8/16 | MISCLASSIFIED: [1] pred=0 true=1 t=0, [2] pred=1 true=0 t=0, [6] pred=1 true=0 t=0, [7] pred=1 true=0 t=0, [8] pred=1 true=0 t=0, [9] pred=1 true=0 t=0, [10] pred=1 true=0 t=0, [13] pred=1 true=0 t=0
  Batch  37 | t=[0,0] | loss=0.9246 | acc=9/16 | MISCLASSIFIED: [1] pred=1 true=0 t=0, [2] pred=1 true=0 t=0, [5] pred=1 true=0 t=0, [6] pred=1 true=0 t=0, [10] pred=1 true=0 t=0, [13] pred=1 true=0 t=0, [14] pred=1 true=0 t=0
  Batch  38 | t=[0,0] | loss=0.5469 | acc=12/16 | MISCLASSIFIED: [0] pred=1 true=0 t=0, [1] pred=1 true=0 t=0, [2] pred=1 true=0 t=0, [8] pred=0 true=1 t=0
  Batch  39 | t=[0,0] | loss=0.8122 | acc=10/16 | MISCLASSIFIED: [0] pred=0 true=1 t=0, [1] pred=0 true=1 t=0, [3] pred=0 true=1 t=0, [9] pred=0 true=1 t=0, [10] pred=0 true=1 t=0, [13] pred=0 true=1 t=0
  Batch  40 | t=[0,0] | loss=0.7022 | acc=11/16 | MISCLASSIFIED: [1] pred=0 true=1 t=0, [3] pred=0 true=1 t=0, [4] pred=0 true=1 t=0, [13] pred=0 true=1 t=0, [15] pred=0 true=1 t=0
  Batch  41 | t=[0,0] | loss=0.7426 | acc=9/16 | MISCLASSIFIED: [5] pred=0 true=1 t=0, [6] pred=1 true=0 t=0, [7] pred=0 true=1 t=0, [8] pred=0 true=1 t=0, [9] pred=0 true=1 t=0, [14] pred=1 true=0 t=0, [15] pred=0 true=1 t=0
  Batch  42 | t=[0,0] | loss=0.8779 | acc=9/16 | MISCLASSIFIED: [5] pred=1 true=0 t=0, [8] pred=1 true=0 t=0, [9] pred=0 true=1 t=0, [10] pred=1 true=0 t=0, [11] pred=1 true=0 t=0, [13] pred=0 true=1 t=0, [15] pred=0 true=1 t=0
  Batch  43 | t=[0,0] | loss=0.8289 | acc=8/16 | MISCLASSIFIED: [1] pred=1 true=0 t=0, [2] pred=1 true=0 t=0, [3] pred=0 true=1 t=0, [10] pred=1 true=0 t=0, [11] pred=1 true=0 t=0, [12] pred=1 true=0 t=0, [13] pred=1 true=0 t=0, [14] pred=0 true=1 t=0
  Batch  44 | t=[0,0] | loss=0.9342 | acc=7/16 | MISCLASSIFIED: [0] pred=0 true=1 t=0, [1] pred=0 true=1 t=0, [2] pred=1 true=0 t=0, [5] pred=1 true=0 t=0, [6] pred=0 true=1 t=0, [10] pred=0 true=1 t=0, [12] pred=0 true=1 t=0, [13] pred=1 true=0 t=0, [14] pred=0 true=1 t=0
  Batch  45 | t=[0,0] | loss=0.5253 | acc=12/16 | MISCLASSIFIED: [1] pred=1 true=0 t=0, [7] pred=0 true=1 t=0, [9] pred=1 true=0 t=0, [13] pred=1 true=0 t=0
  Batch  46 | t=[0,0] | loss=0.9520 | acc=7/16 | MISCLASSIFIED: [1] pred=0 true=1 t=0, [6] pred=1 true=0 t=0, [7] pred=0 true=1 t=0, [8] pred=0 true=1 t=0, [9] pred=0 true=1 t=0, [10] pred=1 true=0 t=0, [12] pred=1 true=0 t=0, [13] pred=0 true=1 t=0, [15] pred=1 true=0 t=0
  Batch  47 | t=[0,0] | loss=0.6134 | acc=9/16 | MISCLASSIFIED: [0] pred=1 true=0 t=0, [5] pred=0 true=1 t=0, [7] pred=1 true=0 t=0, [8] pred=0 true=1 t=0, [9] pred=1 true=0 t=0, [10] pred=1 true=0 t=0, [11] pred=1 true=0 t=0
  Batch  48 | t=[0,0] | loss=0.5947 | acc=10/16 | MISCLASSIFIED: [1] pred=0 true=1 t=0, [5] pred=1 true=0 t=0, [6] pred=0 true=1 t=0, [7] pred=1 true=0 t=0, [9] pred=1 true=0 t=0, [12] pred=0 true=1 t=0
  Batch  49 | t=[0,0] | loss=0.6391 | acc=10/16 | MISCLASSIFIED: [3] pred=0 true=1 t=0, [5] pred=1 true=0 t=0, [6] pred=0 true=1 t=0, [7] pred=0 true=1 t=0, [10] pred=0 true=1 t=0, [15] pred=1 true=0 t=0
  Batch  50 | t=[0,0] | loss=0.9300 | acc=8/16 | MISCLASSIFIED: [1] pred=1 true=0 t=0, [4] pred=1 true=0 t=0, [5] pred=0 true=1 t=0, [8] pred=0 true=1 t=0, [9] pred=0 true=1 t=0, [11] pred=1 true=0 t=0, [14] pred=0 true=1 t=0, [15] pred=0 true=1 t=0
  Batch  51 | t=[0,0] | loss=0.5331 | acc=12/16 | MISCLASSIFIED: [1] pred=0 true=1 t=0, [7] pred=0 true=1 t=0, [13] pred=1 true=0 t=0, [15] pred=1 true=0 t=0
  Batch  52 | t=[0,0] | loss=0.7626 | acc=8/16 | MISCLASSIFIED: [0] pred=1 true=0 t=0, [2] pred=1 true=0 t=0, [3] pred=1 true=0 t=0, [5] pred=1 true=0 t=0, [7] pred=1 true=0 t=0, [10] pred=0 true=1 t=0, [11] pred=1 true=0 t=0, [15] pred=1 true=0 t=0
  Batch  53 | t=[0,0] | loss=0.6402 | acc=10/16 | MISCLASSIFIED: [1] pred=1 true=0 t=0, [3] pred=1 true=0 t=0, [4] pred=1 true=0 t=0, [7] pred=1 true=0 t=0, [13] pred=0 true=1 t=0, [14] pred=1 true=0 t=0
  Batch  54 | t=[0,0] | loss=1.0042 | acc=7/16 | MISCLASSIFIED: [1] pred=0 true=1 t=0, [2] pred=0 true=1 t=0, [3] pred=0 true=1 t=0, [5] pred=0 true=1 t=0, [7] pred=0 true=1 t=0, [8] pred=0 true=1 t=0, [11] pred=1 true=0 t=0, [13] pred=0 true=1 t=0, [15] pred=0 true=1 t=0
  Batch  55 | t=[0,0] | loss=0.6158 | acc=10/16 | MISCLASSIFIED: [0] pred=1 true=0 t=0, [2] pred=0 true=1 t=0, [3] pred=0 true=1 t=0, [4] pred=1 true=0 t=0, [6] pred=1 true=0 t=0, [9] pred=0 true=1 t=0
  Batch  56 | t=[0,0] | loss=0.6631 | acc=11/16 | MISCLASSIFIED: [0] pred=1 true=0 t=0, [4] pred=0 true=1 t=0, [9] pred=0 true=1 t=0, [11] pred=0 true=1 t=0, [14] pred=0 true=1 t=0
  Batch  57 | t=[0,0] | loss=0.5907 | acc=9/16 | MISCLASSIFIED: [3] pred=1 true=0 t=0, [6] pred=0 true=1 t=0, [7] pred=0 true=1 t=0, [8] pred=1 true=0 t=0, [9] pred=1 true=0 t=0, [12] pred=1 true=0 t=0, [13] pred=1 true=0 t=0
  Batch  58 | t=[0,0] | loss=0.5228 | acc=11/16 | MISCLASSIFIED: [7] pred=0 true=1 t=0, [8] pred=1 true=0 t=0, [10] pred=1 true=0 t=0, [12] pred=0 true=1 t=0, [14] pred=1 true=0 t=0
  Batch  59 | t=[0,0] | loss=0.8989 | acc=7/16 | MISCLASSIFIED: [0] pred=1 true=0 t=0, [2] pred=1 true=0 t=0, [3] pred=1 true=0 t=0, [7] pred=1 true=0 t=0, [8] pred=1 true=0 t=0, [9] pred=1 true=0 t=0, [12] pred=0 true=1 t=0, [14] pred=1 true=0 t=0, [15] pred=1 true=0 t=0
  Batch  60 | t=[0,0] | loss=0.4995 | acc=13/16 | MISCLASSIFIED: [3] pred=0 true=1 t=0, [5] pred=0 true=1 t=0, [8] pred=0 true=1 t=0
  Batch  61 | t=[0,0] | loss=0.6943 | acc=11/16 | MISCLASSIFIED: [2] pred=0 true=1 t=0, [5] pred=0 true=1 t=0, [7] pred=0 true=1 t=0, [12] pred=0 true=1 t=0, [15] pred=0 true=1 t=0
  Batch  62 | t=[0,0] | loss=0.6474 | acc=9/16 | MISCLASSIFIED: [1] pred=0 true=1 t=0, [2] pred=1 true=0 t=0, [5] pred=0 true=1 t=0, [7] pred=1 true=0 t=0, [10] pred=0 true=1 t=0, [12] pred=0 true=1 t=0, [14] pred=0 true=1 t=0
  Batch  63 | t=[0,0] | loss=0.5904 | acc=8/16 | MISCLASSIFIED: [1] pred=0 true=1 t=0, [2] pred=0 true=1 t=0, [4] pred=0 true=1 t=0, [6] pred=1 true=0 t=0, [11] pred=1 true=0 t=0, [12] pred=0 true=1 t=0, [13] pred=1 true=0 t=0, [14] pred=1 true=0 t=0
  Batch  64 | t=[0,0] | loss=0.6026 | acc=10/16 | MISCLASSIFIED: [3] pred=1 true=0 t=0, [6] pred=0 true=1 t=0, [9] pred=1 true=0 t=0, [11] pred=1 true=0 t=0, [14] pred=1 true=0 t=0, [15] pred=1 true=0 t=0
  Batch  65 | t=[0,0] | loss=0.5458 | acc=13/16 | MISCLASSIFIED: [1] pred=1 true=0 t=0, [4] pred=1 true=0 t=0, [9] pred=1 true=0 t=0
  Batch  66 | t=[0,0] | loss=0.7942 | acc=10/16 | MISCLASSIFIED: [0] pred=1 true=0 t=0, [4] pred=0 true=1 t=0, [5] pred=0 true=1 t=0, [11] pred=1 true=0 t=0, [12] pred=0 true=1 t=0, [14] pred=0 true=1 t=0
  Batch  67 | t=[0,0] | loss=0.9083 | acc=9/16 | MISCLASSIFIED: [0] pred=1 true=0 t=0, [1] pred=1 true=0 t=0, [7] pred=1 true=0 t=0, [9] pred=0 true=1 t=0, [11] pred=1 true=0 t=0, [14] pred=1 true=0 t=0, [15] pred=1 true=0 t=0
  Batch  68 | t=[0,0] | loss=0.6503 | acc=11/16 | MISCLASSIFIED: [3] pred=0 true=1 t=0, [4] pred=0 true=1 t=0, [6] pred=0 true=1 t=0, [11] pred=1 true=0 t=0, [14] pred=0 true=1 t=0
  Batch  69 | t=[0,0] | loss=0.5060 | acc=12/16 | MISCLASSIFIED: [0] pred=0 true=1 t=0, [1] pred=0 true=1 t=0, [6] pred=0 true=1 t=0, [8] pred=0 true=1 t=0
  Batch  70 | t=[0,0] | loss=0.6814 | acc=12/16 | MISCLASSIFIED: [3] pred=0 true=1 t=0, [6] pred=0 true=1 t=0, [10] pred=0 true=1 t=0, [13] pred=1 true=0 t=0
  Batch  71 | t=[0,0] | loss=0.8211 | acc=9/16 | MISCLASSIFIED: [0] pred=0 true=1 t=0, [2] pred=0 true=1 t=0, [3] pred=0 true=1 t=0, [4] pred=0 true=1 t=0, [6] pred=0 true=1 t=0, [13] pred=0 true=1 t=0, [15] pred=0 true=1 t=0
  Batch  72 | t=[0,0] | loss=0.5816 | acc=13/16 | MISCLASSIFIED: [5] pred=1 true=0 t=0, [6] pred=0 true=1 t=0, [14] pred=0 true=1 t=0
  Batch  73 | t=[0,0] | loss=0.6239 | acc=10/16 | MISCLASSIFIED: [1] pred=1 true=0 t=0, [3] pred=1 true=0 t=0, [6] pred=1 true=0 t=0, [11] pred=1 true=0 t=0, [13] pred=1 true=0 t=0, [15] pred=1 true=0 t=0
  Batch  74 | t=[0,0] | loss=0.5670 | acc=13/16 | MISCLASSIFIED: [4] pred=1 true=0 t=0, [11] pred=1 true=0 t=0, [15] pred=1 true=0 t=0
  Batch  75 | t=[0,0] | loss=1.0232 | acc=8/16 | MISCLASSIFIED: [1] pred=1 true=0 t=0, [2] pred=1 true=0 t=0, [3] pred=1 true=0 t=0, [4] pred=1 true=0 t=0, [9] pred=1 true=0 t=0, [10] pred=1 true=0 t=0, [11] pred=1 true=0 t=0, [13] pred=1 true=0 t=0
  Batch  76 | t=[0,0] | loss=0.5071 | acc=13/16 | MISCLASSIFIED: [2] pred=0 true=1 t=0, [6] pred=1 true=0 t=0, [13] pred=1 true=0 t=0
  Batch  77 | t=[0,0] | loss=0.5890 | acc=12/16 | MISCLASSIFIED: [5] pred=0 true=1 t=0, [7] pred=0 true=1 t=0, [8] pred=0 true=1 t=0, [14] pred=0 true=1 t=0
  Batch  78 | t=[0,0] | loss=1.0385 | acc=8/16 | MISCLASSIFIED: [3] pred=0 true=1 t=0, [6] pred=0 true=1 t=0, [7] pred=0 true=1 t=0, [8] pred=0 true=1 t=0, [9] pred=0 true=1 t=0, [10] pred=0 true=1 t=0, [11] pred=0 true=1 t=0, [12] pred=0 true=1 t=0
  Batch  79 | t=[0,0] | loss=0.7609 | acc=10/16 | MISCLASSIFIED: [2] pred=0 true=1 t=0, [4] pred=0 true=1 t=0, [5] pred=1 true=0 t=0, [6] pred=0 true=1 t=0, [7] pred=0 true=1 t=0, [10] pred=0 true=1 t=0
  Batch  80 | t=[0,0] | loss=0.5758 | acc=12/16 | MISCLASSIFIED: [3] pred=1 true=0 t=0, [6] pred=1 true=0 t=0, [7] pred=1 true=0 t=0, [13] pred=1 true=0 t=0
  Batch  81 | t=[0,0] | loss=0.7089 | acc=12/16 | MISCLASSIFIED: [0] pred=1 true=0 t=0, [2] pred=1 true=0 t=0, [7] pred=1 true=0 t=0, [8] pred=1 true=0 t=0
  Batch  82 | t=[0,0] | loss=0.7839 | acc=11/16 | MISCLASSIFIED: [0] pred=1 true=0 t=0, [10] pred=1 true=0 t=0, [12] pred=1 true=0 t=0, [14] pred=1 true=0 t=0, [15] pred=1 true=0 t=0
  Batch  83 | t=[0,0] | loss=0.9416 | acc=8/16 | MISCLASSIFIED: [3] pred=1 true=0 t=0, [5] pred=0 true=1 t=0, [7] pred=0 true=1 t=0, [9] pred=1 true=0 t=0, [11] pred=0 true=1 t=0, [12] pred=0 true=1 t=0, [13] pred=1 true=0 t=0, [14] pred=1 true=0 t=0
  Batch  84 | t=[0,0] | loss=1.0395 | acc=8/16 | MISCLASSIFIED: [2] pred=0 true=1 t=0, [3] pred=0 true=1 t=0, [4] pred=0 true=1 t=0, [5] pred=0 true=1 t=0, [7] pred=1 true=0 t=0, [8] pred=0 true=1 t=0, [9] pred=0 true=1 t=0, [15] pred=0 true=1 t=0
  Batch  85 | t=[0,0] | loss=0.7306 | acc=10/14 | MISCLASSIFIED: [3] pred=0 true=1 t=0, [6] pred=1 true=0 t=0, [8] pred=0 true=1 t=0, [13] pred=0 true=1 t=0
Epoch 0 [warmup] | Loss: 0.7369 | Val Loss: 0.6540 | Val Acc: 62.1% | LR: 2.00e-03
--- Saved model to checkpoints/robust_classification/state.pt ---
--- Saved model to checkpoints/robust_classification_best/state.pt ---
  ** New best metric: 62.1% — saved to checkpoints/robust_classification_best
  Batch   0 | t=[0,2] | loss=0.6085 | acc=11/16 | MISCLASSIFIED: [0] pred=0 true=1 t=2, [1] pred=0 true=1 t=1, [2] pred=0 true=1 t=2, [5] pred=0 true=1 t=1, [6] pred=1 true=0 t=0
  Batch   1 | t=[0,2] | loss=0.6306 | acc=12/16 | MISCLASSIFIED: [5] pred=1 true=0 t=2, [9] pred=1 true=0 t=2, [11] pred=1 true=0 t=0, [14] pred=1 true=0 t=2
  Batch   2 | t=[0,2] | loss=0.9855 | acc=8/16 | MISCLASSIFIED: [0] pred=1 true=0 t=1, [2] pred=1 true=0 t=2, [3] pred=1 true=0 t=1, [7] pred=1 true=0 t=1, [8] pred=1 true=0 t=0, [12] pred=1 true=0 t=2, [14] pred=1 true=0 t=1, [15] pred=1 true=0 t=2
  Batch   3 | t=[0,2] | loss=0.6137 | acc=11/16 | MISCLASSIFIED: [5] pred=0 true=1 t=2, [7] pred=0 true=1 t=0, [9] pred=1 true=0 t=2, [11] pred=0 true=1 t=2, [12] pred=0 true=1 t=2
  Batch   4 | t=[0,2] | loss=0.5058 | acc=12/16 | MISCLASSIFIED: [0] pred=0 true=1 t=0, [1] pred=0 true=1 t=1, [9] pred=1 true=0 t=1, [11] pred=0 true=1 t=0
  Batch   5 | t=[0,2] | loss=1.6346 | acc=5/16 | MISCLASSIFIED: [1] pred=0 true=1 t=1, [2] pred=0 true=1 t=1, [3] pred=0 true=1 t=2, [4] pred=0 true=1 t=1, [5] pred=0 true=1 t=2, [6] pred=0 true=1 t=1, [7] pred=0 true=1 t=0, [11] pred=0 true=1 t=0, [13] pred=0 true=1 t=0, [14] pred=0 true=1 t=2, [15] pred=0 true=1 t=2
