CUDA Memory Cleared. Current VRAM Usage: 0.00 MB
On device cuda
Getting data loader crumb
Total unique classes found: 2
Label IDs: [0, 1]
Total images in dataset: 2003
Total batches: 86 (at batch size 16)

============================================================
Run 1/1  |  seed=44  |  results -> results/robust_classification/run_20260701_101023_seed44
============================================================

Training robust_classification for 200 epochs
  Batch   0 | t=[0,0] | loss=0.7179 | acc=9/16 | MISCLASSIFIED: [0] pred=0 true=1 t=0, [1] pred=1 true=0 t=0, [6] pred=1 true=0 t=0, [10] pred=0 true=1 t=0, [12] pred=1 true=0 t=0, [13] pred=1 true=0 t=0, [14] pred=1 true=0 t=0
  Batch  11 | t=[0,0] | loss=0.6170 | acc=12/16 | MISCLASSIFIED: [2] pred=0 true=1 t=0, [10] pred=1 true=0 t=0, [11] pred=1 true=0 t=0, [12] pred=0 true=1 t=0
  Batch  12 | t=[0,0] | loss=0.7016 | acc=8/16 | MISCLASSIFIED: [1] pred=0 true=1 t=0, [2] pred=0 true=1 t=0, [8] pred=1 true=0 t=0, [9] pred=0 true=1 t=0, [10] pred=0 true=1 t=0, [13] pred=0 true=1 t=0, [14] pred=0 true=1 t=0, [15] pred=0 true=1 t=0
  Batch  13 | t=[0,0] | loss=0.7950 | acc=5/16 | MISCLASSIFIED: [2] pred=0 true=1 t=0, [3] pred=0 true=1 t=0, [4] pred=0 true=1 t=0, [6] pred=0 true=1 t=0, [7] pred=0 true=1 t=0, [8] pred=0 true=1 t=0, [9] pred=0 true=1 t=0, [11] pred=0 true=1 t=0, [12] pred=0 true=1 t=0, [14] pred=0 true=1 t=0, [15] pred=0 true=1 t=0
  Batch  14 | t=[0,0] | loss=0.6371 | acc=10/16 | MISCLASSIFIED: [1] pred=0 true=1 t=0, [2] pred=0 true=1 t=0, [7] pred=0 true=1 t=0, [11] pred=0 true=1 t=0, [13] pred=0 true=1 t=0, [14] pred=0 true=1 t=0
  Batch  15 | t=[0,0] | loss=0.7944 | acc=7/16 | MISCLASSIFIED: [2] pred=1 true=0 t=0, [5] pred=0 true=1 t=0, [6] pred=0 true=1 t=0, [7] pred=0 true=1 t=0, [8] pred=1 true=0 t=0, [9] pred=0 true=1 t=0, [10] pred=0 true=1 t=0, [11] pred=1 true=0 t=0, [15] pred=0 true=1 t=0
  Batch  16 | t=[0,0] | loss=0.6014 | acc=12/16 | MISCLASSIFIED: [0] pred=0 true=1 t=0, [7] pred=1 true=0 t=0, [12] pred=0 true=1 t=0, [14] pred=1 true=0 t=0
  Batch  17 | t=[0,0] | loss=0.6492 | acc=9/16 | MISCLASSIFIED: [2] pred=0 true=1 t=0, [3] pred=1 true=0 t=0, [5] pred=1 true=0 t=0, [6] pred=1 true=0 t=0, [8] pred=0 true=1 t=0, [12] pred=0 true=1 t=0, [15] pred=0 true=1 t=0
  Batch  18 | t=[0,0] | loss=0.7857 | acc=7/16 | MISCLASSIFIED: [3] pred=1 true=0 t=0, [6] pred=1 true=0 t=0, [7] pred=1 true=0 t=0, [9] pred=1 true=0 t=0, [10] pred=1 true=0 t=0, [11] pred=1 true=0 t=0, [12] pred=1 true=0 t=0, [14] pred=1 true=0 t=0, [15] pred=1 true=0 t=0
  Batch  19 | t=[0,0] | loss=0.6479 | acc=9/16 | MISCLASSIFIED: [4] pred=1 true=0 t=0, [6] pred=0 true=1 t=0, [7] pred=0 true=1 t=0, [10] pred=1 true=0 t=0, [11] pred=1 true=0 t=0, [12] pred=1 true=0 t=0, [13] pred=1 true=0 t=0
  Batch  20 | t=[0,0] | loss=0.5629 | acc=12/16 | MISCLASSIFIED: [0] pred=1 true=0 t=0, [6] pred=1 true=0 t=0, [10] pred=1 true=0 t=0, [15] pred=1 true=0 t=0
  Batch  21 | t=[0,0] | loss=0.6466 | acc=10/16 | MISCLASSIFIED: [2] pred=1 true=0 t=0, [8] pred=1 true=0 t=0, [9] pred=1 true=0 t=0, [10] pred=0 true=1 t=0, [12] pred=1 true=0 t=0, [15] pred=0 true=1 t=0
  Batch  22 | t=[0,0] | loss=0.5210 | acc=13/16 | MISCLASSIFIED: [3] pred=0 true=1 t=0, [4] pred=1 true=0 t=0, [12] pred=0 true=1 t=0
  Batch  23 | t=[0,0] | loss=0.6370 | acc=11/16 | MISCLASSIFIED: [2] pred=1 true=0 t=0, [4] pred=0 true=1 t=0, [9] pred=1 true=0 t=0, [10] pred=1 true=0 t=0, [11] pred=1 true=0 t=0
  Batch  24 | t=[0,0] | loss=0.6128 | acc=11/16 | MISCLASSIFIED: [0] pred=1 true=0 t=0, [3] pred=1 true=0 t=0, [5] pred=1 true=0 t=0, [6] pred=1 true=0 t=0, [8] pred=1 true=0 t=0
  Batch  25 | t=[0,0] | loss=0.7245 | acc=9/16 | MISCLASSIFIED: [1] pred=0 true=1 t=0, [4] pred=1 true=0 t=0, [6] pred=0 true=1 t=0, [8] pred=0 true=1 t=0, [10] pred=1 true=0 t=0, [11] pred=0 true=1 t=0, [14] pred=0 true=1 t=0
  Batch  26 | t=[0,0] | loss=0.6134 | acc=11/16 | MISCLASSIFIED: [1] pred=0 true=1 t=0, [4] pred=0 true=1 t=0, [7] pred=0 true=1 t=0, [8] pred=0 true=1 t=0, [12] pred=0 true=1 t=0
  Batch  27 | t=[0,0] | loss=0.6137 | acc=12/16 | MISCLASSIFIED: [0] pred=0 true=1 t=0, [11] pred=0 true=1 t=0, [14] pred=0 true=1 t=0, [15] pred=0 true=1 t=0
  Batch  28 | t=[0,0] | loss=0.6692 | acc=7/16 | MISCLASSIFIED: [0] pred=0 true=1 t=0, [3] pred=0 true=1 t=0, [4] pred=1 true=0 t=0, [5] pred=1 true=0 t=0, [6] pred=1 true=0 t=0, [10] pred=1 true=0 t=0, [11] pred=1 true=0 t=0, [14] pred=1 true=0 t=0, [15] pred=1 true=0 t=0
  Batch  29 | t=[0,0] | loss=0.6562 | acc=10/16 | MISCLASSIFIED: [1] pred=0 true=1 t=0, [3] pred=1 true=0 t=0, [8] pred=1 true=0 t=0, [9] pred=1 true=0 t=0, [12] pred=0 true=1 t=0, [14] pred=0 true=1 t=0
  Batch  30 | t=[0,0] | loss=0.8125 | acc=8/16 | MISCLASSIFIED: [1] pred=1 true=0 t=0, [3] pred=0 true=1 t=0, [4] pred=0 true=1 t=0, [7] pred=0 true=1 t=0, [10] pred=1 true=0 t=0, [11] pred=1 true=0 t=0, [13] pred=1 true=0 t=0, [15] pred=1 true=0 t=0
  Batch  31 | t=[0,0] | loss=0.6261 | acc=9/16 | MISCLASSIFIED: [0] pred=0 true=1 t=0, [3] pred=1 true=0 t=0, [5] pred=1 true=0 t=0, [8] pred=1 true=0 t=0, [12] pred=1 true=0 t=0, [13] pred=1 true=0 t=0, [15] pred=1 true=0 t=0
  Batch  32 | t=[0,0] | loss=0.6658 | acc=9/16 | MISCLASSIFIED: [3] pred=1 true=0 t=0, [4] pred=1 true=0 t=0, [6] pred=1 true=0 t=0, [8] pred=1 true=0 t=0, [9] pred=1 true=0 t=0, [10] pred=0 true=1 t=0, [14] pred=1 true=0 t=0
  Batch  33 | t=[0,0] | loss=0.5980 | acc=10/16 | MISCLASSIFIED: [0] pred=0 true=1 t=0, [2] pred=0 true=1 t=0, [5] pred=0 true=1 t=0, [6] pred=0 true=1 t=0, [7] pred=1 true=0 t=0, [13] pred=0 true=1 t=0
  Batch  34 | t=[0,0] | loss=0.5803 | acc=12/16 | MISCLASSIFIED: [2] pred=0 true=1 t=0, [8] pred=0 true=1 t=0, [9] pred=0 true=1 t=0, [10] pred=0 true=1 t=0
  Batch  35 | t=[0,0] | loss=0.4738 | acc=14/16 | MISCLASSIFIED: [3] pred=0 true=1 t=0, [4] pred=1 true=0 t=0
  Batch  36 | t=[0,0] | loss=0.7178 | acc=10/16 | MISCLASSIFIED: [0] pred=0 true=1 t=0, [1] pred=0 true=1 t=0, [4] pred=0 true=1 t=0, [9] pred=1 true=0 t=0, [10] pred=1 true=0 t=0, [11] pred=0 true=1 t=0
  Batch  37 | t=[0,0] | loss=0.6662 | acc=10/16 | MISCLASSIFIED: [2] pred=1 true=0 t=0, [4] pred=0 true=1 t=0, [6] pred=1 true=0 t=0, [10] pred=1 true=0 t=0, [12] pred=0 true=1 t=0, [14] pred=1 true=0 t=0
  Batch  38 | t=[0,0] | loss=0.5701 | acc=11/16 | MISCLASSIFIED: [0] pred=1 true=0 t=0, [1] pred=1 true=0 t=0, [5] pred=1 true=0 t=0, [8] pred=0 true=1 t=0, [10] pred=0 true=1 t=0
  Batch  39 | t=[0,0] | loss=0.6240 | acc=10/16 | MISCLASSIFIED: [1] pred=0 true=1 t=0, [2] pred=1 true=0 t=0, [7] pred=1 true=0 t=0, [8] pred=1 true=0 t=0, [9] pred=0 true=1 t=0, [13] pred=0 true=1 t=0
  Batch  40 | t=[0,0] | loss=0.5129 | acc=15/16 | MISCLASSIFIED: [7] pred=1 true=0 t=0
  Batch  41 | t=[0,0] | loss=0.6161 | acc=11/16 | MISCLASSIFIED: [3] pred=1 true=0 t=0, [4] pred=1 true=0 t=0, [6] pred=1 true=0 t=0, [14] pred=1 true=0 t=0, [15] pred=0 true=1 t=0
  Batch  42 | t=[0,0] | loss=0.6704 | acc=9/16 | MISCLASSIFIED: [4] pred=1 true=0 t=0, [5] pred=1 true=0 t=0, [7] pred=1 true=0 t=0, [9] pred=0 true=1 t=0, [11] pred=1 true=0 t=0, [13] pred=0 true=1 t=0, [15] pred=0 true=1 t=0
  Batch  43 | t=[0,0] | loss=0.6938 | acc=11/16 | MISCLASSIFIED: [1] pred=1 true=0 t=0, [2] pred=1 true=0 t=0, [3] pred=0 true=1 t=0, [10] pred=1 true=0 t=0, [14] pred=0 true=1 t=0
  Batch  44 | t=[0,0] | loss=0.7784 | acc=7/16 | MISCLASSIFIED: [0] pred=0 true=1 t=0, [1] pred=0 true=1 t=0, [2] pred=1 true=0 t=0, [5] pred=1 true=0 t=0, [6] pred=0 true=1 t=0, [10] pred=0 true=1 t=0, [12] pred=0 true=1 t=0, [14] pred=0 true=1 t=0, [15] pred=0 true=1 t=0
  Batch  45 | t=[0,0] | loss=0.6108 | acc=10/16 | MISCLASSIFIED: [0] pred=0 true=1 t=0, [3] pred=0 true=1 t=0, [4] pred=0 true=1 t=0, [6] pred=0 true=1 t=0, [9] pred=1 true=0 t=0, [13] pred=1 true=0 t=0
  Batch  46 | t=[0,0] | loss=0.8399 | acc=6/16 | MISCLASSIFIED: [0] pred=0 true=1 t=0, [1] pred=0 true=1 t=0, [4] pred=0 true=1 t=0, [6] pred=1 true=0 t=0, [7] pred=0 true=1 t=0, [8] pred=0 true=1 t=0, [9] pred=0 true=1 t=0, [10] pred=1 true=0 t=0, [13] pred=0 true=1 t=0, [15] pred=1 true=0 t=0
  Batch  47 | t=[0,0] | loss=0.3894 | acc=14/16 | MISCLASSIFIED: [0] pred=1 true=0 t=0, [8] pred=0 true=1 t=0
  Batch  48 | t=[0,0] | loss=0.6025 | acc=11/16 | MISCLASSIFIED: [4] pred=1 true=0 t=0, [5] pred=1 true=0 t=0, [11] pred=1 true=0 t=0, [12] pred=0 true=1 t=0, [13] pred=1 true=0 t=0
  Batch  49 | t=[0,0] | loss=0.6028 | acc=10/16 | MISCLASSIFIED: [0] pred=0 true=1 t=0, [3] pred=0 true=1 t=0, [4] pred=1 true=0 t=0, [6] pred=0 true=1 t=0, [13] pred=0 true=1 t=0, [15] pred=1 true=0 t=0
  Batch  50 | t=[0,0] | loss=0.6998 | acc=11/16 | MISCLASSIFIED: [1] pred=1 true=0 t=0, [5] pred=0 true=1 t=0, [8] pred=0 true=1 t=0, [12] pred=1 true=0 t=0, [15] pred=0 true=1 t=0
  Batch  51 | t=[0,0] | loss=0.5027 | acc=13/16 | MISCLASSIFIED: [6] pred=1 true=0 t=0, [7] pred=0 true=1 t=0, [13] pred=1 true=0 t=0
  Batch  52 | t=[0,0] | loss=0.6871 | acc=9/16 | MISCLASSIFIED: [0] pred=1 true=0 t=0, [2] pred=1 true=0 t=0, [3] pred=1 true=0 t=0, [7] pred=1 true=0 t=0, [9] pred=0 true=1 t=0, [10] pred=0 true=1 t=0, [15] pred=1 true=0 t=0
  Batch  53 | t=[0,0] | loss=0.5174 | acc=11/16 | MISCLASSIFIED: [1] pred=1 true=0 t=0, [2] pred=1 true=0 t=0, [4] pred=1 true=0 t=0, [7] pred=1 true=0 t=0, [15] pred=1 true=0 t=0
  Batch  54 | t=[0,0] | loss=0.8355 | acc=7/16 | MISCLASSIFIED: [2] pred=0 true=1 t=0, [3] pred=0 true=1 t=0, [6] pred=0 true=1 t=0, [7] pred=0 true=1 t=0, [9] pred=1 true=0 t=0, [11] pred=1 true=0 t=0, [13] pred=0 true=1 t=0, [14] pred=1 true=0 t=0, [15] pred=0 true=1 t=0
  Batch  55 | t=[0,0] | loss=0.6110 | acc=9/16 | MISCLASSIFIED: [0] pred=1 true=0 t=0, [2] pred=0 true=1 t=0, [3] pred=0 true=1 t=0, [4] pred=1 true=0 t=0, [6] pred=1 true=0 t=0, [7] pred=1 true=0 t=0, [15] pred=1 true=0 t=0
  Batch  56 | t=[0,0] | loss=0.6166 | acc=13/16 | MISCLASSIFIED: [4] pred=0 true=1 t=0, [9] pred=0 true=1 t=0, [11] pred=0 true=1 t=0
  Batch  57 | t=[0,0] | loss=0.6968 | acc=10/16 | MISCLASSIFIED: [3] pred=1 true=0 t=0, [5] pred=0 true=1 t=0, [6] pred=0 true=1 t=0, [9] pred=1 true=0 t=0, [12] pred=1 true=0 t=0, [14] pred=0 true=1 t=0
  Batch  58 | t=[0,0] | loss=0.5071 | acc=14/16 | MISCLASSIFIED: [5] pred=0 true=1 t=0, [11] pred=0 true=1 t=0
  Batch  59 | t=[0,0] | loss=0.6401 | acc=11/16 | MISCLASSIFIED: [0] pred=1 true=0 t=0, [2] pred=1 true=0 t=0, [3] pred=1 true=0 t=0, [12] pred=0 true=1 t=0, [15] pred=1 true=0 t=0
  Batch  60 | t=[0,0] | loss=0.4285 | acc=14/16 | MISCLASSIFIED: [5] pred=0 true=1 t=0, [7] pred=0 true=1 t=0
  Batch  61 | t=[0,0] | loss=0.4864 | acc=13/16 | MISCLASSIFIED: [2] pred=0 true=1 t=0, [12] pred=0 true=1 t=0, [13] pred=1 true=0 t=0
  Batch  62 | t=[0,0] | loss=0.4949 | acc=14/16 | MISCLASSIFIED: [2] pred=1 true=0 t=0, [6] pred=0 true=1 t=0
  Batch  63 | t=[0,0] | loss=0.6909 | acc=10/16 | MISCLASSIFIED: [1] pred=0 true=1 t=0, [4] pred=0 true=1 t=0, [6] pred=1 true=0 t=0, [11] pred=1 true=0 t=0, [12] pred=0 true=1 t=0, [13] pred=1 true=0 t=0
  Batch  64 | t=[0,0] | loss=0.4920 | acc=13/16 | MISCLASSIFIED: [3] pred=1 true=0 t=0, [13] pred=0 true=1 t=0, [15] pred=1 true=0 t=0
  Batch  65 | t=[0,0] | loss=0.5023 | acc=12/16 | MISCLASSIFIED: [4] pred=1 true=0 t=0, [7] pred=1 true=0 t=0, [9] pred=1 true=0 t=0, [15] pred=0 true=1 t=0
  Batch  66 | t=[0,0] | loss=0.7978 | acc=10/16 | MISCLASSIFIED: [0] pred=1 true=0 t=0, [5] pred=0 true=1 t=0, [11] pred=1 true=0 t=0, [12] pred=0 true=1 t=0, [13] pred=0 true=1 t=0, [14] pred=0 true=1 t=0
  Batch  67 | t=[0,0] | loss=0.7769 | acc=7/16 | MISCLASSIFIED: [0] pred=1 true=0 t=0, [1] pred=1 true=0 t=0, [3] pred=1 true=0 t=0, [7] pred=1 true=0 t=0, [9] pred=0 true=1 t=0, [10] pred=1 true=0 t=0, [13] pred=1 true=0 t=0, [14] pred=1 true=0 t=0, [15] pred=1 true=0 t=0
  Batch  68 | t=[0,0] | loss=0.6625 | acc=10/16 | MISCLASSIFIED: [4] pred=0 true=1 t=0, [6] pred=0 true=1 t=0, [10] pred=1 true=0 t=0, [11] pred=1 true=0 t=0, [13] pred=1 true=0 t=0, [15] pred=1 true=0 t=0
  Batch  69 | t=[0,0] | loss=0.5687 | acc=13/16 | MISCLASSIFIED: [4] pred=1 true=0 t=0, [12] pred=1 true=0 t=0, [13] pred=1 true=0 t=0
  Batch  70 | t=[0,0] | loss=0.7296 | acc=8/16 | MISCLASSIFIED: [0] pred=1 true=0 t=0, [1] pred=1 true=0 t=0, [2] pred=1 true=0 t=0, [3] pred=0 true=1 t=0, [4] pred=1 true=0 t=0, [10] pred=0 true=1 t=0, [11] pred=1 true=0 t=0, [13] pred=1 true=0 t=0
  Batch  71 | t=[0,0] | loss=0.7439 | acc=10/16 | MISCLASSIFIED: [0] pred=0 true=1 t=0, [2] pred=0 true=1 t=0, [4] pred=0 true=1 t=0, [7] pred=0 true=1 t=0, [11] pred=1 true=0 t=0, [13] pred=0 true=1 t=0
  Batch  72 | t=[0,0] | loss=0.6912 | acc=9/16 | MISCLASSIFIED: [4] pred=0 true=1 t=0, [5] pred=1 true=0 t=0, [6] pred=0 true=1 t=0, [8] pred=0 true=1 t=0, [10] pred=0 true=1 t=0, [14] pred=0 true=1 t=0, [15] pred=1 true=0 t=0
  Batch  73 | t=[0,0] | loss=0.6614 | acc=9/16 | MISCLASSIFIED: [2] pred=0 true=1 t=0, [4] pred=0 true=1 t=0, [5] pred=0 true=1 t=0, [7] pred=0 true=1 t=0, [12] pred=0 true=1 t=0, [14] pred=0 true=1 t=0, [15] pred=1 true=0 t=0
  Batch  74 | t=[0,0] | loss=0.6724 | acc=11/16 | MISCLASSIFIED: [6] pred=0 true=1 t=0, [7] pred=0 true=1 t=0, [9] pred=0 true=1 t=0, [10] pred=0 true=1 t=0, [13] pred=0 true=1 t=0
  Batch  75 | t=[0,0] | loss=0.5448 | acc=13/16 | MISCLASSIFIED: [3] pred=1 true=0 t=0, [8] pred=0 true=1 t=0, [11] pred=1 true=0 t=0
  Batch  76 | t=[0,0] | loss=0.5107 | acc=13/16 | MISCLASSIFIED: [2] pred=0 true=1 t=0, [6] pred=1 true=0 t=0, [13] pred=1 true=0 t=0
  Batch  77 | t=[0,0] | loss=0.4784 | acc=14/16 | MISCLASSIFIED: [3] pred=1 true=0 t=0, [12] pred=1 true=0 t=0
  Batch  78 | t=[0,0] | loss=0.5765 | acc=11/16 | MISCLASSIFIED: [1] pred=1 true=0 t=0, [2] pred=1 true=0 t=0, [6] pred=0 true=1 t=0, [11] pred=0 true=1 t=0, [13] pred=1 true=0 t=0
  Batch  79 | t=[0,0] | loss=0.6501 | acc=13/16 | MISCLASSIFIED: [5] pred=1 true=0 t=0, [11] pred=1 true=0 t=0, [15] pred=1 true=0 t=0
  Batch  80 | t=[0,0] | loss=0.6878 | acc=8/16 | MISCLASSIFIED: [1] pred=0 true=1 t=0, [2] pred=0 true=1 t=0, [3] pred=1 true=0 t=0, [6] pred=1 true=0 t=0, [7] pred=1 true=0 t=0, [10] pred=1 true=0 t=0, [13] pred=1 true=0 t=0, [14] pred=1 true=0 t=0
  Batch  81 | t=[0,0] | loss=0.5590 | acc=14/16 | MISCLASSIFIED: [2] pred=1 true=0 t=0, [12] pred=0 true=1 t=0
  Batch  82 | t=[0,0] | loss=0.5604 | acc=11/16 | MISCLASSIFIED: [0] pred=1 true=0 t=0, [2] pred=0 true=1 t=0, [3] pred=0 true=1 t=0, [10] pred=1 true=0 t=0, [14] pred=1 true=0 t=0
  Batch  83 | t=[0,0] | loss=0.8034 | acc=8/16 | MISCLASSIFIED: [4] pred=0 true=1 t=0, [5] pred=0 true=1 t=0, [7] pred=0 true=1 t=0, [11] pred=0 true=1 t=0, [12] pred=0 true=1 t=0, [13] pred=1 true=0 t=0, [14] pred=1 true=0 t=0, [15] pred=0 true=1 t=0
  Batch  84 | t=[0,0] | loss=0.8412 | acc=10/16 | MISCLASSIFIED: [3] pred=0 true=1 t=0, [4] pred=0 true=1 t=0, [5] pred=0 true=1 t=0, [8] pred=0 true=1 t=0, [9] pred=0 true=1 t=0, [15] pred=0 true=1 t=0
  Batch  85 | t=[0,0] | loss=0.6770 | acc=8/14 | MISCLASSIFIED: [3] pred=0 true=1 t=0, [4] pred=1 true=0 t=0, [6] pred=1 true=0 t=0, [7] pred=0 true=1 t=0, [8] pred=0 true=1 t=0, [13] pred=0 true=1 t=0
Epoch 0 [warmup] | Loss: 0.6423 | Val Loss: 0.7088 | Val Acc: 52.2% | LR: 6.39e-04
--- Saved model to checkpoints/robust_classification/state.pt ---
--- Saved model to checkpoints/robust_classification_best/state.pt ---
  ** New best metric: 52.2% — saved to checkpoints/robust_classification_best
  Batch   0 | t=[0,4] | loss=0.7931 | acc=9/16 | MISCLASSIFIED: [0] pred=0 true=1 t=1, [1] pred=0 true=1 t=0, [2] pred=0 true=1 t=3, [3] pred=1 true=0 t=2, [5] pred=0 true=1 t=2, [9] pred=0 true=1 t=2, [14] pred=0 true=1 t=0
  Batch   1 | t=[0,4] | loss=0.5403 | acc=12/16 | MISCLASSIFIED: [1] pred=0 true=1 t=3, [3] pred=0 true=1 t=2, [6] pred=0 true=1 t=2, [9] pred=1 true=0 t=3
  Batch   2 | t=[0,4] | loss=0.8278 | acc=8/16 | MISCLASSIFIED: [0] pred=1 true=0 t=1, [3] pred=1 true=0 t=1, [5] pred=1 true=0 t=3, [7] pred=1 true=0 t=2, [10] pred=0 true=1 t=3, [12] pred=1 true=0 t=1, [14] pred=1 true=0 t=1, [15] pred=1 true=0 t=0
  Batch   3 | t=[0,4] | loss=0.6318 | acc=12/16 | MISCLASSIFIED: [0] pred=1 true=0 t=3, [1] pred=1 true=0 t=1, [9] pred=1 true=0 t=0, [13] pred=1 true=0 t=3
  Batch   4 | t=[0,4] | loss=0.7317 | acc=8/16 | MISCLASSIFIED: [0] pred=0 true=1 t=2, [3] pred=1 true=0 t=3, [5] pred=1 true=0 t=1, [6] pred=1 true=0 t=3, [9] pred=1 true=0 t=1, [10] pred=1 true=0 t=2, [12] pred=1 true=0 t=1, [15] pred=1 true=0 t=0
  Batch   5 | t=[0,4] | loss=0.7234 | acc=11/16 | MISCLASSIFIED: [1] pred=0 true=1 t=1, [3] pred=0 true=1 t=0, [7] pred=0 true=1 t=0, [11] pred=0 true=1 t=1, [13] pred=0 true=1 t=3
  Batch   6 | t=[0,4] | loss=0.4605 | acc=12/16 | MISCLASSIFIED: [3] pred=1 true=0 t=0, [7] pred=1 true=0 t=2, [11] pred=0 true=1 t=3, [15] pred=1 true=0 t=2
  Batch   7 | t=[0,4] | loss=0.5698 | acc=11/16 | MISCLASSIFIED: [0] pred=1 true=0 t=0, [1] pred=0 true=1 t=1, [8] pred=0 true=1 t=3, [13] pred=1 true=0 t=1, [15] pred=0 true=1 t=1
  Batch   8 | t=[0,4] | loss=0.7143 | acc=12/16 | MISCLASSIFIED: [1] pred=0 true=1 t=0, [5] pred=0 true=1 t=4, [9] pred=1 true=0 t=0, [11] pred=0 true=1 t=1
  Batch   9 | t=[0,4] | loss=0.5907 | acc=9/16 | MISCLASSIFIED: [5] pred=0 true=1 t=4, [6] pred=1 true=0 t=1, [7] pred=0 true=1 t=0, [10] pred=1 true=0 t=1, [12] pred=1 true=0 t=1, [14] pred=0 true=1 t=0, [15] pred=0 true=1 t=3
  Batch  10 | t=[0,4] | loss=0.5493 | acc=11/16 | MISCLASSIFIED: [1] pred=0 true=1 t=3, [7] pred=0 true=1 t=4, [9] pred=0 true=1 t=1, [10] pred=0 true=1 t=3, [13] pred=1 true=0 t=2
  Batch  11 | t=[0,4] | loss=0.6593 | acc=12/16 | MISCLASSIFIED: [1] pred=1 true=0 t=0, [3] pred=1 true=0 t=4, [9] pred=0 true=1 t=3, [15] pred=1 true=0 t=4
  Batch  12 | t=[0,4] | loss=1.1236 | acc=6/16 | MISCLASSIFIED: [1] pred=1 true=0 t=1, [4] pred=1 true=0 t=3, [5] pred=1 true=0 t=0, [7] pred=1 true=0 t=0, [8] pred=1 true=0 t=2, [9] pred=1 true=0 t=1, [12] pred=1 true=0 t=3, [13] pred=1 true=0 t=1, [14] pred=1 true=0 t=4, [15] pred=1 true=0 t=1
